Command line
Loss = 2.9261e-01, PNorm = 36.5964, GNorm = 1.1010, lr_0 = 9.5462e-04
Validation mae = 3.902228
Epoch 8
Loss = 2.3398e-01, PNorm = 36.6322, GNorm = 1.5745, lr_0 = 9.5383e-04
Loss = 2.9805e-01, PNorm = 36.6625, GNorm = 1.6998, lr_0 = 9.5305e-04
Loss = 2.2667e-01, PNorm = 36.6982, GNorm = 3.0378, lr_0 = 9.5227e-04
Loss = 2.3295e-01, PNorm = 36.7349, GNorm = 1.2673, lr_0 = 9.5149e-04
Loss = 2.1880e-01, PNorm = 36.7582, GNorm = 1.3550, lr_0 = 9.5070e-04
Loss = 2.5880e-01, PNorm = 36.8007, GNorm = 0.7803, lr_0 = 9.4992e-04
Loss = 2.3929e-01, PNorm = 36.8431, GNorm = 1.0993, lr_0 = 9.4914e-04
Loss = 2.3936e-01, PNorm = 36.8743, GNorm = 1.8660, lr_0 = 9.4836e-04
Loss = 2.4432e-01, PNorm = 36.9079, GNorm = 0.9651, lr_0 = 9.4758e-04
Loss = 2.2325e-01, PNorm = 36.9382, GNorm = 1.9364, lr_0 = 9.4680e-04
Validation mae = 4.092405
Epoch 9
Loss = 3.1397e-01, PNorm = 36.9795, GNorm = 1.1505, lr_0 = 9.4595e-04
Loss = 2.1807e-01, PNorm = 37.0181, GNorm = 5.4701, lr_0 = 9.4517e-04
Loss = 2.1952e-01, PNorm = 37.0558, GNorm = 0.9893, lr_0 = 9.4439e-04
Loss = 2.5137e-01, PNorm = 37.0949, GNorm = 1.2243, lr_0 = 9.4362e-04
Loss = 2.4769e-01, PNorm = 37.1313, GNorm = 4.3753, lr_0 = 9.4284e-04
Loss = 2.3292e-01, PNorm = 37.1629, GNorm = 5.1156, lr_0 = 9.4207e-04
Loss = 2.1773e-01, PNorm = 37.2020, GNorm = 1.7333, lr_0 = 9.4129e-04
Loss = 2.0327e-01, PNorm = 37.2419, GNorm = 1.5506, lr_0 = 9.4052e-04
Loss = 2.3681e-01, PNorm = 37.2770, GNorm = 2.8556, lr_0 = 9.3975e-04
Validation mae = 4.626281
Epoch 10
Loss = 2.0344e-01, PNorm = 37.3062, GNorm = 1.3430, lr_0 = 9.3898e-04
Loss = 2.4171e-01, PNorm = 37.3412, GNorm = 2.8488, lr_0 = 9.3820e-04
Loss = 2.2351e-01, PNorm = 37.3824, GNorm = 0.9268, lr_0 = 9.3743e-04
Loss = 1.9227e-01, PNorm = 37.4217, GNorm = 2.2772, lr_0 = 9.3666e-04
Loss = 2.5335e-01, PNorm = 37.4627, GNorm = 3.1250, lr_0 = 9.3589e-04
Loss = 1.8638e-01, PNorm = 37.5069, GNorm = 1.0915, lr_0 = 9.3512e-04
Loss = 2.2752e-01, PNorm = 37.5349, GNorm = 1.6210, lr_0 = 9.3436e-04
Loss = 2.1057e-01, PNorm = 37.5746, GNorm = 2.6451, lr_0 = 9.3359e-04
Loss = 1.8557e-01, PNorm = 37.6066, GNorm = 0.8703, lr_0 = 9.3282e-04
Loss = 1.7619e-01, PNorm = 37.6410, GNorm = 0.8452, lr_0 = 9.3206e-04
Validation mae = 3.411420
Epoch 11
Loss = 1.9103e-01, PNorm = 37.6739, GNorm = 2.8456, lr_0 = 9.3129e-04
Loss = 2.0323e-01, PNorm = 37.7090, GNorm = 2.4751, lr_0 = 9.3052e-04
Loss = 2.0751e-01, PNorm = 37.7570, GNorm = 1.6834, lr_0 = 9.2976e-04
Loss = 1.8749e-01, PNorm = 37.7966, GNorm = 1.0184, lr_0 = 9.2900e-04
Loss = 2.1157e-01, PNorm = 37.8400, GNorm = 3.2809, lr_0 = 9.2823e-04
Loss = 1.9580e-01, PNorm = 37.8720, GNorm = 2.5052, lr_0 = 9.2747e-04
Loss = 2.0087e-01, PNorm = 37.9048, GNorm = 1.8491, lr_0 = 9.2671e-04
Loss = 1.7418e-01, PNorm = 37.9417, GNorm = 2.0376, lr_0 = 9.2595e-04
Loss = 1.8855e-01, PNorm = 37.9746, GNorm = 0.9386, lr_0 = 9.2519e-04
Validation mae = 3.383221
Epoch 12
Loss = 1.9878e-01, PNorm = 38.0084, GNorm = 0.9880, lr_0 = 9.2443e-04
Loss = 1.7808e-01, PNorm = 38.0499, GNorm = 2.2264, lr_0 = 9.2367e-04
Loss = 1.9886e-01, PNorm = 38.0816, GNorm = 2.0798, lr_0 = 9.2291e-04
Loss = 1.5227e-01, PNorm = 38.1224, GNorm = 1.4637, lr_0 = 9.2215e-04
Loss = 1.4023e-01, PNorm = 38.1529, GNorm = 1.8524, lr_0 = 9.2139e-04
Loss = 1.4941e-01, PNorm = 38.1878, GNorm = 1.4863, lr_0 = 9.2063e-04
Loss = 2.0043e-01, PNorm = 38.2192, GNorm = 1.1026, lr_0 = 9.1988e-04
Loss = 1.3318e-01, PNorm = 38.2553, GNorm = 1.0420, lr_0 = 9.1912e-04
Loss = 2.2132e-01, PNorm = 38.2782, GNorm = 1.4337, lr_0 = 9.1837e-04
Loss = 1.7730e-01, PNorm = 38.3099, GNorm = 0.9292, lr_0 = 9.1761e-04
Validation mae = 3.260498
Epoch 13
Loss = 1.4731e-01, PNorm = 38.3430, GNorm = 2.3604, lr_0 = 9.1678e-04
Loss = 1.7026e-01, PNorm = 38.3781, GNorm = 0.9217, lr_0 = 9.1603e-04
Loss = 1.9012e-01, PNorm = 38.4067, GNorm = 1.4675, lr_0 = 9.1528e-04
Loss = 1.4871e-01, PNorm = 38.4383, GNorm = 0.6925, lr_0 = 9.1452e-04
Loss = 1.7384e-01, PNorm = 38.4587, GNorm = 1.5526, lr_0 = 9.1377e-04
Loss = 1.7512e-01, PNorm = 38.4906, GNorm = 1.6329, lr_0 = 9.1302e-04
Loss = 1.7439e-01, PNorm = 38.5302, GNorm = 0.9917, lr_0 = 9.1227e-04
Loss = 1.9284e-01, PNorm = 38.5685, GNorm = 2.0031, lr_0 = 9.1152e-04
Loss = 1.8988e-01, PNorm = 38.6046, GNorm = 1.9929, lr_0 = 9.1077e-04
Validation mae = 3.282524
Epoch 14
Loss = 1.4301e-01, PNorm = 38.6355, GNorm = 1.0397, lr_0 = 9.1002e-04
Loss = 1.6995e-01, PNorm = 38.6634, GNorm = 1.3700, lr_0 = 9.0928e-04
Loss = 1.5313e-01, PNorm = 38.6964, GNorm = 3.0650, lr_0 = 9.0853e-04
Loss = 1.6352e-01, PNorm = 38.7307, GNorm = 1.3905, lr_0 = 9.0778e-04
Loss = 1.5979e-01, PNorm = 38.7615, GNorm = 0.7577, lr_0 = 9.0704e-04
Loss = 1.5178e-01, PNorm = 38.7890, GNorm = 0.8325, lr_0 = 9.0629e-04
Loss = 1.6306e-01, PNorm = 38.8148, GNorm = 1.9388, lr_0 = 9.0555e-04
Loss = 1.6830e-01, PNorm = 38.8474, GNorm = 1.1035, lr_0 = 9.0480e-04
Loss = 1.4497e-01, PNorm = 38.8674, GNorm = 0.9410, lr_0 = 9.0406e-04
Loss = 1.5629e-01, PNorm = 38.8982, GNorm = 1.7212, lr_0 = 9.0332e-04
Validation mae = 3.175254
Epoch 15
Loss = 1.4256e-01, PNorm = 38.9273, GNorm = 2.0901, lr_0 = 9.0258e-04
Loss = 1.3836e-01, PNorm = 38.9557, GNorm = 0.7726, lr_0 = 9.0183e-04
Loss = 1.3796e-01, PNorm = 38.9865, GNorm = 0.6042, lr_0 = 9.0109e-04
Loss = 1.5101e-01, PNorm = 39.0038, GNorm = 1.2147, lr_0 = 9.0035e-04
Loss = 1.7053e-01, PNorm = 39.0345, GNorm = 1.3096, lr_0 = 8.9961e-04
Loss = 1.6790e-01, PNorm = 39.0552, GNorm = 1.4854, lr_0 = 8.9887e-04
Loss = 1.3429e-01, PNorm = 39.0819, GNorm = 1.5551, lr_0 = 8.9813e-04
Loss = 1.1998e-01, PNorm = 39.1155, GNorm = 0.9620, lr_0 = 8.9740e-04
Loss = 1.8597e-01, PNorm = 39.1431, GNorm = 1.8604, lr_0 = 8.9666e-04
Validation mae = 3.140060
Epoch 16
Loss = 1.4177e-01, PNorm = 39.1736, GNorm = 0.8452, lr_0 = 8.9592e-04
Loss = 1.3631e-01, PNorm = 39.2018, GNorm = 0.9550, lr_0 = 8.9519e-04
Loss = 1.5263e-01, PNorm = 39.2333, GNorm = 1.5008, lr_0 = 8.9445e-04
Loss = 1.5313e-01, PNorm = 39.2620, GNorm = 3.4680, lr_0 = 8.9372e-04
Loss = 1.9243e-01, PNorm = 39.2918, GNorm = 1.5958, lr_0 = 8.9298e-04
Loss = 1.1028e-01, PNorm = 39.3170, GNorm = 1.2896, lr_0 = 8.9225e-04
Loss = 1.2568e-01, PNorm = 39.3316, GNorm = 0.8667, lr_0 = 8.9151e-04
Loss = 1.5847e-01, PNorm = 39.3584, GNorm = 0.7693, lr_0 = 8.9078e-04
Loss = 1.5170e-01, PNorm = 39.3914, GNorm = 2.5319, lr_0 = 8.9005e-04
Loss = 1.5271e-01, PNorm = 39.4174, GNorm = 3.1604, lr_0 = 8.8932e-04
Loss = 1.5155e-01, PNorm = 39.4214, GNorm = 2.0297, lr_0 = 8.8925e-04
Validation mae = 3.436145
Epoch 17
Loss = 1.2455e-01, PNorm = 39.4484, GNorm = 1.1040, lr_0 = 8.8852e-04
Loss = 1.4143e-01, PNorm = 39.4761, GNorm = 1.2475, lr_0 = 8.8779e-04
Loss = 1.3060e-01, PNorm = 39.4972, GNorm = 1.7094, lr_0 = 8.8706e-04
Loss = 1.8092e-01, PNorm = 39.5284, GNorm = 1.2158, lr_0 = 8.8633e-04
Loss = 1.2615e-01, PNorm = 39.5448, GNorm = 1.0328, lr_0 = 8.8560e-04
Loss = 1.3689e-01, PNorm = 39.5611, GNorm = 1.9215, lr_0 = 8.8487e-04
Loss = 1.3293e-01, PNorm = 39.5868, GNorm = 0.5875, lr_0 = 8.8414e-04
Loss = 1.1340e-01, PNorm = 39.6104, GNorm = 1.1992, lr_0 = 8.8342e-04
Loss = 1.3636e-01, PNorm = 39.6315, GNorm = 1.3481, lr_0 = 8.8269e-04
Validation mae = 3.182447
Epoch 18
Loss = 1.1991e-01, PNorm = 39.6600, GNorm = 1.0042, lr_0 = 8.8197e-04
Loss = 1.2027e-01, PNorm = 39.6884, GNorm = 0.8643, lr_0 = 8.8124e-04
Loss = 1.2335e-01, PNorm = 39.7188, GNorm = 1.1320, lr_0 = 8.8052e-04
Loss = 1.2155e-01, PNorm = 39.7396, GNorm = 1.4902, lr_0 = 8.7979e-04
Loss = 1.0761e-01, PNorm = 39.7561, GNorm = 1.4141, lr_0 = 8.7907e-04
Loss = 1.2173e-01, PNorm = 39.7793, GNorm = 1.3948, lr_0 = 8.7835e-04
Loss = 1.2717e-01, PNorm = 39.7994, GNorm = 1.0653, lr_0 = 8.7763e-04
Loss = 2.0280e-01, PNorm = 39.8286, GNorm = 1.6568, lr_0 = 8.7691e-04
Loss = 1.4045e-01, PNorm = 39.8655, GNorm = 1.3460, lr_0 = 8.7619e-04
Loss = 1.0695e-01, PNorm = 39.8985, GNorm = 0.6619, lr_0 = 8.7547e-04
Validation mae = 3.003256
Epoch 19
Loss = 1.1756e-01, PNorm = 39.9239, GNorm = 0.9992, lr_0 = 8.7475e-04
Loss = 1.1287e-01, PNorm = 39.9520, GNorm = 0.7233, lr_0 = 8.7403e-04
Loss = 1.1300e-01, PNorm = 39.9768, GNorm = 1.9364, lr_0 = 8.7331e-04
Loss = 1.1641e-01, PNorm = 39.9992, GNorm = 0.6981, lr_0 = 8.7259e-04
Loss = 1.0117e-01, PNorm = 40.0174, GNorm = 0.8771, lr_0 = 8.7187e-04
Loss = 1.2886e-01, PNorm = 40.0335, GNorm = 0.7541, lr_0 = 8.7116e-04
Loss = 1.2878e-01, PNorm = 40.0459, GNorm = 1.6100, lr_0 = 8.7044e-04
Loss = 1.3904e-01, PNorm = 40.0773, GNorm = 0.5824, lr_0 = 8.6973e-04
Loss = 1.3436e-01, PNorm = 40.1090, GNorm = 1.2118, lr_0 = 8.6901e-04
Validation mae = 2.992735
Epoch 20
Loss = 1.3966e-01, PNorm = 40.1306, GNorm = 1.3809, lr_0 = 8.6830e-04
Loss = 1.1511e-01, PNorm = 40.1527, GNorm = 0.6227, lr_0 = 8.6759e-04
Loss = 1.3273e-01, PNorm = 40.1866, GNorm = 2.2280, lr_0 = 8.6687e-04
Loss = 1.1321e-01, PNorm = 40.2104, GNorm = 0.9856, lr_0 = 8.6616e-04
Loss = 1.1056e-01, PNorm = 40.2387, GNorm = 1.1614, lr_0 = 8.6545e-04
Loss = 1.7288e-01, PNorm = 40.2590, GNorm = 1.0613, lr_0 = 8.6474e-04
Loss = 1.3352e-01, PNorm = 40.2803, GNorm = 1.6550, lr_0 = 8.6403e-04
Loss = 1.1109e-01, PNorm = 40.3103, GNorm = 1.4950, lr_0 = 8.6332e-04
Loss = 1.2702e-01, PNorm = 40.3379, GNorm = 1.3482, lr_0 = 8.6261e-04
Validation mae = 3.380703
Epoch 21
Loss = 1.0751e-01, PNorm = 40.3669, GNorm = 1.7309, lr_0 = 8.6183e-04
Loss = 1.3253e-01, PNorm = 40.3837, GNorm = 1.2724, lr_0 = 8.6112e-04
Loss = 1.2833e-01, PNorm = 40.4075, GNorm = 1.3771, lr_0 = 8.6041e-04
Loss = 1.2993e-01, PNorm = 40.4434, GNorm = 1.8084, lr_0 = 8.5971e-04
Loss = 1.0448e-01, PNorm = 40.4824, GNorm = 0.5665, lr_0 = 8.5900e-04
Loss = 1.1301e-01, PNorm = 40.5021, GNorm = 0.6801, lr_0 = 8.5829e-04
Loss = 1.2047e-01, PNorm = 40.5283, GNorm = 2.9367, lr_0 = 8.5759e-04
Loss = 1.0899e-01, PNorm = 40.5538, GNorm = 0.9381, lr_0 = 8.5688e-04
Loss = 1.1356e-01, PNorm = 40.5765, GNorm = 0.7608, lr_0 = 8.5618e-04
Loss = 1.4240e-01, PNorm = 40.5916, GNorm = 0.7977, lr_0 = 8.5548e-04
Validation mae = 2.802173
Epoch 22
Loss = 9.9376e-02, PNorm = 40.6130, GNorm = 0.4924, lr_0 = 8.5477e-04
Loss = 1.0615e-01, PNorm = 40.6375, GNorm = 2.7123, lr_0 = 8.5407e-04
Loss = 1.1507e-01, PNorm = 40.6635, GNorm = 3.3995, lr_0 = 8.5337e-04
Loss = 1.2575e-01, PNorm = 40.6893, GNorm = 2.1725, lr_0 = 8.5267e-04
Loss = 1.6195e-01, PNorm = 40.7216, GNorm = 1.5659, lr_0 = 8.5197e-04
Loss = 1.1258e-01, PNorm = 40.7540, GNorm = 0.6047, lr_0 = 8.5127e-04
Loss = 1.0898e-01, PNorm = 40.7790, GNorm = 0.5747, lr_0 = 8.5057e-04
Loss = 1.1084e-01, PNorm = 40.7956, GNorm = 1.2527, lr_0 = 8.4987e-04
Loss = 1.2551e-01, PNorm = 40.8167, GNorm = 1.3068, lr_0 = 8.4917e-04
Validation mae = 3.008159
Epoch 23
Loss = 9.4270e-02, PNorm = 40.8344, GNorm = 1.2331, lr_0 = 8.4847e-04
Loss = 9.7770e-02, PNorm = 40.8569, GNorm = 0.8044, lr_0 = 8.4778e-04
Loss = 9.8061e-02, PNorm = 40.8827, GNorm = 0.9436, lr_0 = 8.4708e-04
Loss = 1.0089e-01, PNorm = 40.9055, GNorm = 0.8892, lr_0 = 8.4638e-04
Loss = 1.4542e-01, PNorm = 40.9257, GNorm = 0.9200, lr_0 = 8.4569e-04
