,mol,Eafw,Earev,dErxn,ETS,ERt,EPr,enan,HRt,HPr,HTS,Hafw,dH,rxn_smiles_mapped,rxn_smiles_random
34,1cbp5,10.14306314,21.78148135,-11.63841821,-2030714.807827338,-2030724.950882814,-2030736.5892922368,R,-2030525.190922772,-2030535.2963277083,-2030515.0240219536,10.166900818236172,-10.105404936242849,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:34]([C:28]([H:15])([C:33]#[C:7][H:18])[H:39])([c:32]2[c:26]([H:43])[c:30]([H:21])[c:16]([H:13])[c:35]([H:37])[c:29]2[H:19])[H:40])([Cl:23])([Cl:44])[O:24][n+:41]2[c:4]([Cl:45])[c:6]([H:9])[c:8]([H:5])[c:3]([H:11])[c:17]2-[c:31]2[c:10]([H:36])[c:27]([H:14])[c:12]([H:38])[c:20]([Cl:22])[n+:42]2[O:25]1
35,1cbp1,8.914399588,12.79868323,-3.884283644,-2030716.716082207,-2030725.630475061,-2030729.5147557715,S,-2030525.6320615988,-2030528.581353899,-2030517.0013028127,8.630758785642684,-2.949292300269008,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:27]([c:6]2[c:7]([H:37])[c:16]([H:9])[c:33]([H:11])[c:20]([H:15])[c:10]2[H:40])([C:12]([H:18])([C:26]#[C:17][H:19])[H:36])[H:14])([Cl:23])([Cl:45])[O:24][n+:41]2[c:3]([c:28]([H:43])[c:32]([H:38])[c:31]([H:39])[c:4]2[Cl:44])-[c:34]2[c:29]([H:21])[c:8]([H:5])[c:35]([H:13])[c:30]([Cl:22])[n+:42]2[O:25]1
36,1cbp2,6.90699678,18.42367816,-11.51668138,-2030716.9011973625,-2030723.8081889248,-2030735.3248616024,S,-2030523.994263109,-2030534.254662768,-2030517.2140283645,6.780234745005147,-10.260399658698589,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([Cl:23])([O:24][C:7]([C:4]([H:15])([H:18])[C:31]#[C:32][H:11])([c:17]2[c:10]([H:37])[c:16]([H:38])[c:30]([H:13])[c:26]([H:9])[c:28]2[H:36])[H:40])([Cl:45])[O:2][n+:42]2[c:33]([c:35]([H:19])[c:8]([H:5])[c:3]([H:39])[c:34]2[Cl:44])-[c:27]2[c:12]([H:43])[c:29]([H:21])[c:20]([H:14])[c:6]([Cl:22])[n+:41]2[O:25]1
37,1cbp3,8.248612036,19.93158342,-11.68297139,-2030716.660861415,-2030724.90946722,-2030736.5924297816,S,-2030525.133191944,-2030535.5052882049,-2030516.7728895368,8.360302406828849,-10.372096261009574,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([O:25][C:10]([c:3]2[c:27]([H:38])[c:8]([H:13])[c:12]([H:15])[c:17]([H:9])[c:34]2[H:11])([C:26]([H:19])([C:35]#[C:28][H:39])[H:37])[H:36])([Cl:44])([Cl:45])[O:2][n+:42]2[c:32]([c:4]([H:18])[c:29]([H:40])[c:30]([H:14])[c:33]2[Cl:22])-[c:7]2[c:31]([H:5])[c:6]([H:21])[c:20]([H:43])[c:16]([Cl:23])[n+:41]2[O:24]1
38,1cbp4,9.68749126,20.80068404,-11.11319278,-2030713.180696501,-2030722.868180443,-2030733.9813648327,S,-2030523.0944152032,-2030532.955719138,-2030513.4753297416,9.619085461134093,-9.861303934827449,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:32]([c:3]2[c:31]([H:19])[c:34]([H:18])[c:20]([H:9])[c:30]([H:36])[c:35]2[H:11])([C:4]([H:14])([C:27]#[C:10][H:15])[H:39])[H:5])([Cl:22])([Cl:45])[O:24][n+:41]2[c:7]([Cl:23])[c:17]([H:40])[c:16]([H:43])[c:6]([H:21])[c:26]2-[c:12]2[c:29]([H:37])[c:28]([H:38])[c:33]([H:13])[c:8]([Cl:44])[n+:42]2[O:25]1
39,1cbp5,12.30044071,22.26278112,-9.962340409,-2030710.9743748568,-2030723.274806275,-2030733.237139159,S,-2030523.5110811791,-2030531.8839337656,-2030511.474203541,12.03687763842754,-8.372852586675434,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:41]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:43])[c:29]2[Cl:45])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([Cl:44])[n+:42]2[O:25]1>>[Si-:1]1([Cl:23])([O:24][C:32]([c:3]2[c:28]([H:43])[c:34]([H:13])[c:17]([H:9])[c:6]([H:18])[c:35]2[H:11])([C:26]([C:10]#[C:7][H:14])([H:19])[H:38])[H:37])([Cl:44])[O:2][n+:42]2[c:27]([Cl:45])[c:29]([H:5])[c:30]([H:21])[c:4]([H:39])[c:33]2-[c:16]2[c:31]([H:36])[c:12]([H:15])[c:8]([H:40])[c:20]([Cl:22])[n+:41]2[O:25]1
40,1dbp1,8.329560758,11.50036613,-3.170805372,-1503218.9973413846,-1503227.3268958512,-1503230.4976988283,R,-1502981.3609381032,-1502983.298058386,-1502973.051463925,8.30947417812422,-1.9371202827896925,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([Cl:22])([Cl:23])([O:25][C:6]([H:14])([C:16]([C:32]#[C:35][H:39])([H:45])[H:51])[c:31]2[c:27]([H:50])[c:8]([H:11])[c:34]([H:36])[c:17]([H:15])[c:29]2[H:49])[O:2][n+:42]2[c:4]([c:26]([H:48])[c:41]([H:18])[c:44]([H:40])[c:28]2[C:12]([H:13])([H:38])[H:46])-[c:3]2[c:7]([H:47])[c:33]([H:9])[c:30]([H:21])[c:20]([C:10]([H:5])([H:19])[H:37])[n+:43]2[O:24]1
41,1dbp2,7.375746357000001,18.24546547,-10.86971911,-1503219.949900047,-1503227.3256408332,-1503238.195351731,R,-1502981.145702516,-1502990.814988697,-1502973.850282882,7.295419633854181,-9.66928618075326,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([Cl:22])([Cl:23])([O:24][C:10]([c:17]2[c:8]([H:46])[c:26]([H:9])[c:34]([H:5])[c:32]([H:37])[c:30]2[H:11])([C:35]([H:13])([C:33]#[C:12][H:39])[H:36])[H:51])[O:2][n+:42]2[c:7]([C:20]([H:18])([H:45])[H:50])[c:3]([H:40])[c:41]([H:38])[c:31]([H:15])[c:16]2-[c:4]2[n+:43]([c:27]([C:28]([H:14])([H:21])[H:47])[c:6]([H:49])[c:29]([H:19])[c:44]2[H:48])[O:25]1
42,1dbp3,6.85993357,22.6719173,-15.81198373,-1503213.191000608,-1503220.0509289962,-1503235.8629007782,R,-1502974.39747073,-1502988.398451538,-1502967.364977367,7.032493363134563,-14.000980807933956,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([Cl:22])([Cl:23])([O:25][C:26]([c:4]2[c:10]([H:18])[c:6]([H:14])[c:20]([H:21])[c:35]([H:45])[c:17]2[H:36])([H:13])[C:31]([H:5])([C:33]#[C:30][H:39])[H:49])[O:2][n+:42]2[c:12]([c:8]([H:51])[c:41]([H:37])[c:3]([H:48])[c:32]2[C:16]([H:11])([H:15])[H:50])-[c:34]2[c:27]([H:46])[c:7]([H:47])[c:29]([H:38])[c:28]([C:44]([H:9])([H:19])[H:40])[n+:43]2[O:24]1
43,1dbp4,8.657748213,22.84008983,-14.18234162,-1503214.8080913012,-1503223.4658329738,-1503237.648163883,R,-1502977.2821296032,-1502990.23579789,-1502968.791305324,8.490824279142544,-12.953668286791071,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([Cl:22])([Cl:23])([O:25][C:31]([c:7]2[c:4]([H:48])[c:17]([H:14])[c:34]([H:13])[c:33]([H:49])[c:44]2[H:11])([C:30]([C:41]#[C:29][H:36])([H:45])[H:50])[H:40])[O:2][n+:42]2[c:8]([C:3]([H:15])([H:38])[H:47])[c:32]([H:37])[c:35]([H:39])[c:27]([H:18])[c:26]2-[c:28]2[c:12]([H:51])[c:10]([H:5])[c:16]([H:9])[c:6]([C:20]([H:19])([H:21])[H:46])[n+:43]2[O:24]1
44,1dbp5,10.17443861,22.79679168,-12.62235307,-1503216.7747045069,-1503226.9491354332,-1503239.5714789678,R,-1502980.8664610109,-1502992.1704081371,-1502970.6593996168,10.207061393884944,-11.303947126260027,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:7]([H:15])([C:17]([H:5])([C:31]#[C:35][H:40])[H:36])[c:27]2[c:3]([H:50])[c:30]([H:38])[c:8]([H:49])[c:29]([H:48])[c:44]2[H:45])([Cl:22])([Cl:23])[O:24][n+:43]2[c:4]([c:10]([H:9])[c:16]([H:39])[c:28]([H:37])[c:33]2[C:32]([H:18])([H:47])[H:51])-[c:34]2[c:6]([H:21])[c:20]([H:14])[c:12]([H:46])[c:41]([C:26]([H:11])([H:13])[H:19])[n+:42]2[O:25]1
45,1dbp1,8.945775061,11.93146514,-2.985690077,-1503218.315866611,-1503227.2616349154,-1503230.2473227368,S,-1502981.219121069,-1502983.042034714,-1502972.396344529,8.8227765399497,-1.8229136453010144,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([O:2][C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])([H:5])[C:16]([C:17]#[C:20][H:21])([H:18])[H:19])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1,[Si-2:1]1([O+:2]=[C:3]([c:4]2[c:6]([H:9])[c:8]([H:13])[c:12]([H:15])[c:10]([H:14])[c:7]2[H:11])[H:5])([C:20](=[C:17]=[C:16]([H:18])[H:19])[H:21])([Cl:22])([Cl:23])[O:24][n+:42]2[c:26]([c:31]([H:36])[c:32]([H:37])[c:30]([H:45])[c:29]2[C:44]([H:46])([H:47])[H:48])-[c:27]2[c:33]([H:38])[c:34]([H:39])[c:35]([H:40])[c:28]([C:41]([H:49])([H:50])[H:51])[n+:43]2[O:25]1>>[Si-:1]1([Cl:22])([Cl:23])([O:24][C:28]([c:3]2[c:20]([H:19])[c:41]([H:38])[c:6]([H:11])[c:30]([H:36])[c:29]2[H:51])([C:17]([C:33]#[C:12][H:18])([H:46])[H:48])[H:47])[O:2][n+:43]2[c:10]([C:4]([H:40])([H:49])[H:50])[c:27]([H:14])[c:35]([H:37])[c:7]([H:13])[c:26]2-[c:16]2[n+:42]([c:32]([C:31]([H:5])([H:39])[H:45])[c:34]([H:21])[c:8]([H:15])[c:44]2[H:9])[O:25]1
