,original idx,rxn_smiles,barrier
21,21,[CH:1]1([OH:6])[CH2:2][CH2:3][CH2:4][CH2:5]1>>[CH:1]1=[CH:2][CH2:3][CH2:4][CH2:5]1.[OH2:6],63.20476
22,22,[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH2:1]=[CH2:2].[CH2:3]=[CH:4][CH2:5][OH:6],107.75396
23,23,[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH2:1]=[CH:2][CH2:3][CH2:4][CH:5]=[O:6].[H:7][H:8],88.47536
24,24,[CH2:1]1[CH2:2][CH2:3][CH:4]([OH:6])[CH2:5]1>>[CH2:1]=[CH2:2].[CH2:3]=[C:4]([CH3:5])[OH:6],106.66318
25,25,[CH2:1]1[CH2:2][CH:3]([OH:6])[CH2:4][CH2:5]1>>[CH2:1]1[CH2:2][C@H:3]2[CH2:4][C@@H:5]12.[OH2:6],96.254
26,26,[CH2:1]1[CH:3]([OH:4])[CH2:2][CH2:6][CH2:5]1>>[CH3:1]/[CH:2]=[CH:3]\[OH:4].[CH2:5]=[CH2:6],108.59933
27,27,[OH:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6]1>>[OH:1][C@@H:2]1[CH:3]=[CH:4][CH2:5][CH2:6]1.[H:7][H:8],106.1555
28,28,[CH2:1]1[CH2:2][CH:3]([OH:4])[CH2:6][CH2:5]1>>[CH3:1][CH2:2][C:3]1([OH:4])[CH2:5][CH2:6]1,116.28447
29,29,[OH:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6]1>>[OH:1][C:2]1=[CH:3][CH2:4][CH2:5][CH2:6]1.[H:7][H:8],119.7306
30,30,[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH:5]=[O:6],79.0211
31,31,[OH:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6]1>>[O:1]=[CH:2][CH:3]1[CH2:4][CH2:5][CH2:6]1.[H:7][H:8],103.78744
32,32,[OH:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH2:6]1>>[OH:1][CH:2]1[CH2:3][CH:4]=[CH:5][CH2:6]1.[H:7][H:8],115.98983
33,33,[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH:1][CH2:2][CH2:3][CH2:4][CH2:5][OH:6],115.71548
34,34,[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH3:1][CH2:2][C@H:3]1[CH2:4][C@H:5]1[OH:6],119.42386
35,35,[CH2:1]1[CH2:2][CH2:3][CH2:4][CH:5]1[OH:6]>>[CH2:1]1[CH2:2][CH2:3][CH2:4]1.[CH:5][OH:6],137.06258
36,36,[CH2:1]1[CH2:2][CH2:3][CH:5]([OH:6])[CH2:4]1>>[CH2:1]=[CH:2][CH2:3][CH2:4][CH2:5][OH:6],102.18914
37,37,[CH:1](=[N:2]/[CH3:7])\[NH:4][CH:5]=[O:6]>>[CH:1]#[N:2].[H:3]/[N:4]=[CH:5]\[O:6][CH3:7],107.32878999999998
38,38,[CH3:1]/[N:2]=[CH:3]/[NH:4][CH:5]=[O:6]>>[CH3:1]/[N:2]=[CH:3]/[NH+:4]=[C-:5][OH:6],72.22379000000002
39,39,[CH3:1]/[N:2]=[CH:3]/[NH:4][CH:5]=[O:6]>>[CH3:1][NH+:2]=[C-:3][NH:4][CH:5]=[O:6],70.69436
40,40,[NH:2](/[CH:3]=[N:6]/[CH3:7])[CH:5]=[O:4]>>[H:1]/[N:2]=[CH:3]/[O:4]/[CH:5]=[N:6]\[CH3:7],50.38201
41,41,[CH:1](=[O:2])[NH:4]/[CH:5]=[N:6]/[CH3:7]>>[C-:1]#[O+:2].[H:3]/[N:4]=[CH:5]/[NH:6][CH3:7],43.51054
42,42,[CH3:1]/[N:2]=[CH:3]/[NH:4][CH:5]=[O:6]>>[CH:1]#[N:2].[CH3:3][NH:4][CH:5]=[O:6],98.04276
43,43,[CH3:1]/[N:2]=[CH:6]/[NH:5][CH:4]=[O:3]>>[CH3:1][N:2]1[O:3][C@H:4]2[NH:5][C@@H:6]12,116.69467
44,44,[CH3:1]/[N:2]=[CH:3]/[NH:4][CH:5]=[O:6]>>[CH2-:1][NH+:2]=[CH:3][NH:4][CH:5]=[O:6],78.03220999999998
45,45,[CH3:1]/[N:2]=[CH:3]/[NH:4][CH:5]=[O:6]>>[CH2:1]=[N:2][CH2:3][NH:4][CH:5]=[O:6],80.22594000000002
46,46,[CH3:1]/[N:2]=[CH:3]/[NH:4][CH:5]=[O:6]>>[CH3:1][NH:2]/[CH:3]=[N:4]/[CH:5]=[O:6],44.29001
47,47,[CH3:1]/[N:2]=[CH:3]/[NH:4][CH:5]=[O:6]>>[CH3:1]/[N:2]=[CH:3]/[N:4]=[CH:5]/[OH:6],45.24489000000001
48,48,[CH3:1]/[N:2]=[CH:3]/[NH:4][CH:5]=[O:6]>>[CH2:1]=[N:2][C@@H:3]1[NH:4][C@@H:5]1[OH:6],86.12677
49,49,[CH2:1]([C:2]#[N:3])[CH2:4][O:5][CH3:6]>>[CH2:1]=[C:2]=[N:3][CH2:4][O:5][CH3:6],75.54618
50,50,[CH2:1]([CH2:2][C:3]#[N:4])[O:6][CH3:5]>>[CH2:1]=[CH:2][C:3]#[N:4].[CH3:5][OH:6],58.85652
51,51,[C:1](#[N:2])[CH2:3][CH2:4][O:5][CH3:6]>>[C-:1]#[N+:2][CH2:3][CH2:4][O:5][CH3:6],59.73369
52,52,[CH2:1]([C:2]#[N:3])[CH2:4][O:6][CH3:5]>>[CH2:1]=[C:2]=[N:3][CH3:4].[CH2:5]=[O:6],91.18199
53,53,[C:1](#[N:2])[CH2:3][CH2:4][O:5][CH3:6]>>[CH:1]#[N:2].[CH2:3]=[CH:4][O:5][CH3:6],84.3233
54,54,[CH3:1][O:2][CH2:3][CH:4]=[O:5]>>[CH3:1][O:2][C@H:3]1[CH2:4][O:5]1,66.42035
55,55,[CH3:1][O:2][CH2:3][CH:4]=[O:5]>>[CH2:1]=[O+:2][CH:3]=[CH:4][O-:5].[H:6][H:7],74.59470999999998
56,56,[CH:1](=[O:2])[CH2:3][O:4][CH3:5]>>[CH-:1]=[O+:2][CH2:3][O:4][CH3:5],100.69992
57,57,[CH2:1]([CH:2]=[O:3])[O:4][CH3:5]>>[CH2:1]=[CH:2][O:3][O:4][CH3:5],87.96627
58,58,[CH3:1][O:3][CH2:2][CH:4]=[O:5]>>[CH2:1]=[CH:2][OH:3].[CH2:4]=[O:5],56.80752
59,59,[CH3:1][O:5][CH2:4][CH:2]=[O:3]>>[CH2+:1][C@@H:2]([O-:3])[CH2:4][OH:5],86.59683000000003
60,60,[C:1](#[N:2])[CH2:3][CH:4]([CH3:5])[CH3:6]>>[C-:1]#[N+:2][CH2:3][CH:4]([CH3:5])[CH3:6],59.30894
61,61,[C:1](#[N:2])[CH2:3][CH:5]([CH3:4])[CH3:6]>>[CH:1]1=[N:2][CH2:3]1.[CH2:4]=[CH:5][CH3:6],99.96469
62,62,[CH:1]([CH2:2][C:3]#[N:4])([CH3:5])[CH3:6]>>[CH3:1][CH2:2][C:3]1=[N:4][C@@H:5]1[CH3:6],148.02635
63,63,[CH2:1]([C:2]#[N:3])[CH:5]([CH3:4])[CH3:6]>>[CH2:1]=[C:2]=[N:3][CH2:4][CH2:5][CH3:6],99.14967
64,64,[CH3:1][CH:2]([CH3:3])[CH2:4][C:5]#[N:6]>>[CH3:1][CH:2]([CH3:3])[CH:4]=[C:5]=[NH:6],91.99066
65,65,[CH2:1]([C:2]#[N:3])[CH:5]([CH3:4])[CH3:6]>>[CH2:1]=[C:2]=[NH:3].[CH2:4]=[CH:5][CH3:6],68.38353000000001
66,66,[N:2]#[C:3][CH2:4][CH:5]([CH3:6])[CH3:7]>>[H:1][N:2]=[C:3]1[CH2:4][CH:5]([CH3:6])[CH2:7]1,101.62226
67,67,[CH3:1][CH:2]([CH2:3][C:4]#[N:5])[CH3:6]>>[CH3:1][C@@H:2]1[CH2:3][C:4][NH:5][CH2:6]1,91.6563
68,68,[CH3:1][CH:2]([CH3:3])[CH2:4][C:5]#[N:6]>>[CH3:1][C:2]([CH3:3])=[CH:4][C:5]#[N:6].[H:7][H:8],100.00654
69,69,[CH:1](=[O:2])[CH2:3][CH2:4][CH3:5]>>[CH-:1]=[O+:2][CH2:3][CH2:4][CH3:5],113.08191
70,70,[CH2:1]([CH2:2][CH3:3])[CH:4]=[O:5]>>[CH2:1]=[CH:2][CH3:3].[CH2:4]=[O:5],75.45451
71,71,[CH2:1]([CH3:2])[CH2:3][CH:4]=[O:5]>>[CH2:1]=[CH2:2].[CH2:3]=[CH:4][OH:5],58.89712
72,72,[CH3:1][CH2:2][CH2:3][CH:4]=[O:5]>>[CH4:1].[CH2:2]=[CH:3][CH:4]=[O:5],95.23448
73,73,[CH2:1]([CH2:2][CH3:3])[CH:4]=[O:5]>>[CH3:1][CH2:2][CH3:3].[C-:4]#[O+:5],83.59612
74,74,[CH2:1]([CH:2]=[O:3])[CH2:4][CH3:5]>>[CH2:1]=[CH:2][O:3][CH2:4][CH3:5],89.5795
75,75,[CH3:1][CH2:2][CH2:3][CH:4]=[O:5]>>[CH3:1][CH2:2]/[CH:3]=[CH:4]\[OH:5],71.02608000000002
76,76,[CH3:1][CH2:2][CH2:3][CH:4]=[O:5]>>[CH3:1][C@H:2]1[CH2:3][C@H:4]1[OH:5],79.21441999999998
77,77,[NH2:1][c:2]1[n:3][cH:4][nH:5][cH:6]1>>[NH2:1][C:2]1=[N:3][CH:4]=[N:5][CH2:6]1,44.07153
78,78,[nH:2]1[cH:3][n:5][c:6]([NH2:7])[cH:4]1>>[H:1]/[N:2]=[CH:3]/[C@@H:4]1[N:5]=[C:6]1[NH2:7],103.42911
79,79,[NH2:2][c:3]1[cH:4][nH:5][cH:6][n:7]1>>[H:1]/[N:2]=[C:3]1/[CH2:4][NH:5][CH:6]=[N:7]1,74.2526
80,80,[nH:2]1[cH:3][c:4]([NH2:5])[n:7][cH:6]1>>[H:1]/[N:2]=[CH:3]/[C@:4]1([NH2:5])[CH:6]=[N:7]1,98.794
81,81,[c:1]1([NH2:2])[n:4][cH:5][nH:7][cH:6]1>>[CH:1]#[N:2].[H:3]/[N:4]=[CH:5]/[C:6][NH2:7],84.32625
82,82,[NH2:1][c:2]1[cH:3][nH:4][cH:5][n:6]1>>[NH2:1][C:2]1=[CH:3][NH:4][C:5][NH:6]1,68.62703
83,83,[NH2:1][c:2]1[cH:3][nH:4][cH:5][n:6]1>>[NH3+:1][c:2]1[c-:3][nH:4][cH:5][n:6]1,74.94034
84,84,[NH2:1][c:2]1[cH:3][nH:4][cH:5][n:6]1>>[NH:1]=[C:2]1[CH-:3][NH2+:4][CH:5]=[N:6]1,116.19069
85,85,[NH2:1][c:2]1[n:3][cH:4][nH:5][cH:6]1>>[NH2:1][C:2]1=[N:3][CH2:4][N:5]=[CH:6]1,42.75096
86,86,[NH2:1][c:2]1[cH:3][nH:4][cH:5][n:6]1>>[NH-:1][c:2]1[cH:3][nH+:4][cH:5][nH:6]1,60.51886
87,87,[cH:1]1[nH:2][cH:3][n:6][c:5]1[NH2:4]>>[CH-:1]=[NH+:2][CH-:3][N+:4]#[C:5][NH2:6],98.11207
88,88,[NH2:1][c:2]1[cH:3][nH:4][cH:5][n:6]1>>[NH2:1][C@@H:2]1[C-:3]=[NH+:4][CH:5]=[N:6]1,61.58283
89,89,[nH:2]1[cH:3][c:4]([NH2:5])[n:6][cH:7]1>>[H:1]/[N:2]=[CH:3]/[C:4]([NH2:5])=[N+:6]=[CH-:7],67.14405
90,90,[CH2:1]1[C@H:3]2[CH2:2][C@H:4]3[C@@H:5]1[N:6]23>>[CH2:1]1[CH2:2][C@H:3]2[C@H:4]3[C@@H:5]1[N:6]23,67.43646
91,91,[CH2:1]1[C@@H:2]2[C@@H:5]3[CH2:4][C@H:3]1[N:6]23>>[CH:1][C@H:2]1[C@H:3]2[CH2:4][CH2:5][N:6]12,87.78411
92,92,[C@@H:1]12[CH2:2][C@H:3]3[N:4]1[C@H:5]3[CH2:6]2>>[C:1]1[CH2:2][C@@H:3]2[NH:4][C@@H:5]2[CH2:6]1,64.7911
93,93,[C@@H:1]12[CH2:2][C@H:3]3[CH2:4][C@@H:5]1[N:6]23>>[CH2:1]=[CH:2][C@@H:3]1[CH2:4][CH:5]=[N:6]1,48.94916
94,94,[CH2:1]1[C@H:2]2[CH2:3][C@H:4]3[C@@H:5]1[N:6]23>>[CH2:1]=[CH:2][CH2:3][C@@H:4]1[CH:5]=[N:6]1,73.26969
95,95,[C@@H:1]12[CH2:2][C@H:3]3[CH2:4][C@@H:5]1[N:6]23>>[CH:1][CH2:2][C@@H:3]1[CH2:4][CH:5]=[N:6]1,65.13054
96,96,[C@@H:1]12[CH2:2][C@H:3]3[CH2:4][C@@H:5]1[N:6]23>>[C:1]1[CH2:2][C@@H:3]2[CH2:4][C@H:5]1[NH:6]2,55.39236
97,97,[CH2:1]1[C@H:2]2[N:3]3[C@H:4]2[CH2:5][C@H:6]13>>[CH:1]1=[CH:2][N:3]2[CH2:4][CH2:5][C@@H:6]12,97.93085
98,98,[C@H:1]12[CH2:2][C@H:3]1[C@H:4]1[NH:5][C@@H:6]21>>[C:1]1[CH2:2][CH2:3][C@H:4]2[NH:5][C@@H:6]12,52.43458
99,99,[CH2:1]1[C@@H:2]2[C@H:3]1[C@@H:4]1[NH:5][C@H:6]21>>[CH3:1][C@@H:2]1[CH:3]=[CH:4][N:5]=[CH:6]1,57.22525
100,100,[CH2:1]1[C@H:2]2[C@H:4]3[NH:3][C@H:5]3[C@@H:6]12>>[CH:1][C@@H:2]1[NH:3][C@@H:4]1[CH:5]=[CH2:6],52.71382
101,101,[C@@H:1]12[NH:2][C@@H:3]1[C@@H:4]1[CH2:5][C@H:6]21>>[C:1]1[NH:2][CH2:3][C@@H:4]2[CH2:5][C@H:6]12,55.11052
102,102,[C@H:1]12[NH:2][C@H:3]1[C@H:4]1[CH2:5][C@@H:6]21>>[CH:1][NH:2][C@@H:3]1[C@@H:4]2[CH2:5][C@H:6]12,59.57971
103,103,[C@@H:1]12[CH2:2][C@@H:3]1[C@H:4]1[C@@H:5]2[NH:6]1>>[CH:1]1=[CH:2][CH:3]1[C@@H:4]1[CH:5]=[N:6]1.[H:7][H:8],78.23057
104,104,[CH2:1]1[C@@H:3]2[C@H:2]3[C@@H:5]([C@H:4]12)[NH:6]3>>[CH-:1]1[C@@H:2]2[C@H:3]3[CH2:4][C@H:5]3[NH+:6]12,106.44113
105,105,[C@@H:1]12[NH:2][C@@H:3]1[C@@H:4]1[CH2:5][C@H:6]21>>[C:1]1[NH:2][C@H:3]1[CH:4]1[CH2:5][CH2:6]1,57.38544
106,106,[C@@H:1]12[CH2:2][C@@H:3]1[C@H:4]1[C@@H:5]2[NH:6]1>>[C:1]1[CH2:2][C@H:3]1[C@@H:4]1[CH2:5][NH:6]1,63.36111999999999
107,107,[NH:1]1[C@H:2]2[C@@H:3]1[C@H:4]1[CH2:5][C@@H:6]21>>[NH2:1][C@H:2]1[C:3][C@H:4]2[CH2:5][C@@H:6]12,57.52873
108,108,[C@H:1]12[CH2:2][C@H:3]1[C@H:5]1[NH:4][C@@H:6]21>>[CH:1]1=[CH:2][C@@H:3]2[NH:4][C@@H:5]2[CH2:6]1,36.48517
109,109,[C@H:1]12[NH:2][C@H:3]1[C@H:4]1[CH2:5][C@@H:6]21>>[CH:1]1=[N:2][CH2:3][C@H:4]2[CH2:5][C@@H:6]12,51.09316
110,110,[CH2:1]1[C@H:5]2[C@@H:4]3[C@@H:2]([NH:3]3)[C@@H:6]12>>[CH:1]1=[CH:2][NH:3][CH:4]=[CH:5][CH2:6]1,42.92067
111,111,[CH2:1]1[C@@H:2]2[C@H:3]1[C@@H:4]1[NH:5][C@H:6]21>>[CH3:1][C@@H:2]1[C@@H:3]2[CH:4]=[N:5][C@H:6]12,57.18288
112,112,[cH:1]1[cH:2][o:3][c:5](=[O:6])[o:4]1>>[CH2:1]=[C:2]=[O:3].[O:4]=[C:5]=[O:6],60.34929
113,113,[o:1]1[cH:2][cH:3][o:4][c:5]1=[O:6]>>[O:1]=[CH:2][C@H:3]1[O:4][C:5]1=[O:6],64.01629
114,114,[O:1]=[c:2]1[o:3][cH:4][cH:5][o:6]1>>[O:1]=[C:2]1[O:3][CH2:4][C-:5]=[O+:6]1,60.98093000000001
115,115,[cH:1]1[cH:2][o:3][c:4](=[O:5])[o:6]1>>[C:1]=[CH:2][O:3][C:4](=[O:5])[OH:6],90.06701
116,116,[CH2:1]1[O:2][CH2:6]/[C:5](=[N:4]/[H:3])[O:7]1>>[CH2:1]=[O:2].[H:3]/[N:4]=[CH:5]/[CH:6]=[O:7],79.95255
117,117,[H:1]/[N:2]=[C:3]1\[O:4][CH2:5][O:6][CH2:7]1>>[H:1]/[N:2]=[CH:3]\[O:4][CH2:5][O+:6]=[CH-:7],89.13266
118,118,[H:1]/[N:2]=[C:3]1/[CH2:4][O:5][CH2:6][O:7]1>>[H:1]/[N:2]=[C:3]1/[C-:4]=[O+:5][CH2:6][O:7]1.[H:8][H:9],85.39112
119,119,[H]/[N:6]=[C:2]1\[O:1][CH2:5][O:4][CH2:3]1>>[O:1]=[C:2]1[CH2:3][O:4][CH2:5][NH:6]1,59.65278000000001
120,120,[H]/[N:1]=[C:2]1/[CH2:3][O:4][CH2:5][O:6]1>>[N:1]#[C:2][CH2:3][O:4][CH2:5][OH:6],64.26243000000001
121,121,[H]/[N:5]=[C:3]1/[CH2:4][O:2][CH2:1][O:6]1>>[CH2:1]1[O:2][C:3]2([CH2:4][NH:5]2)[O:6]1,95.50948
122,122,[H:1]/[N:2]=[C:3]1\[O:4][CH2:7][O:6][CH2:5]1>>[H:1]/[N:2]=[C:3](\[OH:4])[CH2:5][O+:6]=[CH-:7],79.18188
123,123,[H:1]/[N:2]=[C:3]1/[CH2:4][O:5][CH2:7][O:6]1>>[H:1]/[N:2]=[C:3](/[CH2:4][OH:5])[O+:6]=[CH-:7],74.16939
124,124,[H]/[N:1]=[C:2]1/[CH2:3][O:4][CH2:5][O:6]1>>[NH2:1][C:2]1=[CH:3][O:4][CH2:5][O:6]1,75.31924000000002
125,125,[H]/[N:6]=[C:4]1\[O:3][CH2:1][O:2][CH2:5]1>>[CH2:1]=[O:2].[O:3]=[C:4]1[CH2:5][NH:6]1,61.8599
126,126,[N:1]#[C:2][C:3](=[O:4])[CH:5]=[O:6]>>[N:1]#[C:2][C:3]([O-:4])=[C+:5][OH:6],82.41201
127,127,[N:1]#[C:2][C:3](=[O:4])[CH:5]=[O:6]>>[NH:1]=[C:2]=[C:3]=[O:4].[C-:5]#[O+:6],39.98908
128,128,[C:1](#[N:2])[C:3](=[O:4])[CH:5]=[O:6]>>[C-:1]#[N+:2][C:3](=[O:4])[CH:5]=[O:6],44.33302
129,129,[CH:1](=[O:2])[C:5]([C:4]#[N:3])=[O:6]>>[C-:1]#[O+:2].[N-:3]=[C:4]=[C+:5][OH:6],53.39436
130,130,[N:1]#[C:2][C:3](=[O:4])[CH:5]=[O:6]>>[N-:1]=[C:2]=[C:3]=[O+:4][CH:5]=[O:6],48.25547
131,131,[O:1]=[C:2]1[CH2:3][C@@H:4]2[C@H:5]1[O:6]2>>[O:1]=[C:2]=[CH:3][C@@H:4]1[CH2:5][O:6]1,84.10118
132,132,[O:1]=[C:2]1[C@H:3]2[C@H:4]([O:5]2)[CH2:6]1>>[O-:1][C:2]1=[C+:3][C@H:4]([OH:5])[CH2:6]1,65.10837
133,133,[CH2:1]1[C@H:2]2[O:3][C@H:4]2[C:5]1=[O:6]>>[CH:1][C@H:2]1[O:3][CH2:4][C:5]1=[O:6],102.42706
134,134,[CH2:1]1[C@H:2]2[O:3][C@H:4]2[C:5]1=[O:6]>>[CH2:1]=[C:2]1[O:3][C@H:4]1[CH:5]=[O:6],56.35166
135,135,[O:1]=[C:2]1[C@H:3]2[C@@H:5]([CH2:4]1)[O:6]2>>[O:1]=[CH:2][C@H:3]1[CH:4]=[CH:5][O:6]1,85.90795
136,136,[O:1]1[C@H:2]2[C:3](=[O:4])[CH2:5][C@@H:6]12>>[O-:1][C:2]1=[C:3]=[O+:4][CH2:5][CH2:6]1,62.44734
137,137,[CH2:1]1[C:2](=[O:3])[C@H:4]2[C@@H:5]1[O:6]2>>[CH3:1][C:2](=[O:3])[C@H:4]1[C-:5]=[O+:6]1,58.53086
138,138,[C@@H:1]12[O:2][C@@H:3]1[CH2:4][C:5]2=[O:6]>>[CH-:1]=[O+:2][C@@H:3]1[CH2:4][C:5]1=[O:6],90.49853
139,139,[O:1]=[C:2]1[C@@H:3]2[O:4][C@@H:5]2[CH2:6]1>>[OH:1][C:2]1=[C:3]2[O:4][C@@H:5]2[CH2:6]1,79.53759000000002
140,140,[O:1]=[C:2]1[CH2:3][C@@H:4]2[C@H:5]1[O:6]2>>[O:1]=[C:2]1[CH2:3][C:4][C@H:5]1[OH:6],63.67482
141,141,[CH2:1]1[C@H:2]2[O:3][C@H:4]2[C:5]1=[O:6]>>[CH2:1]=[CH:2][O:3][CH:4]=[C:5]=[O:6],30.66696
142,142,[O:1]=[C:2]1[CH2:3][C@H:4]2[O:5][C@@H:6]12>>[OH:1][C:2]1=[CH:3][C@H:4]2[O:5][C@@H:6]12,79.85719
143,143,[O:1]1[C@H:4]2[C:3](=[O:2])[CH2:6][C@@H:5]12>>[O-:1][O+:2]=[C:3]1[CH:4]=[CH:5][CH2:6]1,128.56071
144,144,[O:1]=[C:2]1[C@H:3]2[C@@H:5]([CH2:4]1)[O:6]2>>[O:1]=[CH:2][C@H:3]1[CH2:4][C:5]1=[O:6],48.85203
145,145,[O:1]=[C:2]1[CH2:3][C@@H:4]2[C@H:5]1[O:6]2>>[O:1]=[CH:2]/[CH:3]=[CH:4]\[CH:5]=[O:6],84.1483
146,146,[O:1]=[C:2]1[CH2:3][C@H:4]2[O:5][C@@H:6]12>>[O:1]=[C:2]1[CH2:3][C-:4]=[O+:5][CH2:6]1,57.45454
147,147,[CH2:1]1[C:2](=[O:3])[C@H:4]2[C@@H:5]1[O:6]2>>[CH+:1]=[C:2]([O-:3])[C@H:4]1[CH2:5][O:6]1,77.90454
148,148,[cH:1]1[n:2][n:4][cH:3][n:5][n:6]1>>[CH:1]#[N:2].[CH:3]#[N:4].[N:5]#[N:6],39.95493
149,149,[cH:1]1[n:2][n:3][cH:4][n:5][n:6]1>>[CH:1]#[N+:2][N-:3][CH-:4][N+:5]#[N:6],58.986880000000006
150,150,[CH3:1][N:2]1[CH2:3][CH2:4]1>>[CH3:1][NH+:2]1[CH-:3][CH2:4]1,63.58988000000001
151,151,[CH3:1][N:2]1[CH2:3][CH2:4]1>>[CH2-:1][N+:2]1=[CH:3][CH2:4]1.[H:5][H:6],82.4376
152,152,[CH2:1]1[N:2]([CH3:3])[CH2:4]1>>[CH2:1]=[N+:2]([CH2-:3])[CH3:4],44.72763
153,153,[H]/[N:4]=[C:3](\[NH:2][CH3:1])[CH:5]=[O:6]>>[CH2+:1][NH:2][C:3]([NH2:4])=[CH:5][O-:6],55.80681
154,154,[H]/[N:5]=[C:2](/[CH:1]=[O:6])[NH:3][CH3:4]>>[CH+:1]=[C:2]([NH:3][CH3:4])[NH:5][O-:6],131.51216000000002
155,155,[H]/[N:6]=[C:5](/[CH:1]=[O:2])[NH:4][CH3:3]>>[CH2:1]=[O:2].[CH3:3][N:4]=[C:5]=[NH:6],93.05683
156,156,[H]/[N:4]=[C:3](\[NH:2][CH3:1])[CH:5]=[O:6]>>[CH3:1][NH+:2]=[C-:3][NH:4][CH:5]=[O:6],50.68719
157,157,[H]/[N:4]=[C:3](\[NH:2][CH3:1])[CH:5]=[O:6]>>[CH4:1].[NH:2]=[C:3]=[N:4][CH:5]=[O:6],96.40135
158,158,[H]/[N:3]=[C:4](\[NH:2][CH3:1])[CH:5]=[O:6]>>[CH3:1][NH2:2].[N:3]#[C:4][CH:5]=[O:6],60.67423
